20429 // magic number - today's date
# fits for colllisional rates within H2
# >>refer	H2	collision	Le Bourlot, J., Pineau des Forets, G., & Flower, D.R. 1999, MNRAS, 305, 802
#log(q(v,j to v',j') cm3s-1)=a+b/t+c/t2 where t=(T(K)/1000)+dt, 
#v_upper	j_upper	v_lower	j_lower	a	b	c
2	0	1	8	-1.21E+01	-9.37E+00	-5.41E+00
0	12	0	0	-1.47E+01	-1.88E+01	7.03E+00
0	12	0	2	-1.34E+01	-1.65E+01	5.44E+00
0	12	0	4	-1.24E+01	-1.42E+01	3.87E+00
0	12	0	6	-1.15E+01	-1.17E+01	2.29E+00
0	12	0	8	-1.07E+01	-9.03E+00	9.81E-01
0	12	1	0	-1.48E+01	-1.86E+01	5.21E+00
0	12	1	2	-1.37E+01	-1.62E+01	3.59E+00
0	12	1	4	-1.29E+01	-1.38E+01	2.06E+00
0	12	0	10	-9.87E+00	-6.08E+00	2.70E-01
0	12	1	6	-1.21E+01	-1.16E+01	9.42E-01
0	12	1	8	-1.13E+01	-1.00E+01	1.60E+00
0	12	2	0	-1.57E+01	-1.59E+01	-3.74E+00
2	2	0	0	-1.34E+01	-1.59E+01	8.03E+00
2	2	0	2	-1.30E+01	-1.41E+01	7.15E+00
2	2	0	4	-1.27E+01	-1.39E+01	4.50E+00
2	2	0	6	-1.32E+01	-1.01E+01	-3.67E-02
2	2	0	8	-1.34E+01	-9.32E+00	-2.21E+00
2	2	1	0	-1.19E+01	-7.43E+00	-2.28E+00
2	2	1	2	-1.12E+01	-7.14E+00	-1.55E+00
2	2	1	4	-1.14E+01	-4.42E+00	-3.92E+00
2	2	0	10	-1.35E+01	-1.17E+01	-1.65E+00
2	2	1	6	-1.13E+01	-6.60E+00	-2.50E+00
2	2	1	8	-1.18E+01	-8.06E+00	-4.33E+00
2	2	2	0	-1.03E+01	5.10E-01	-4.24E+00
2	2	0	12	-1.40E+01	-1.36E+01	-4.80E+00
2	4	0	0	-1.37E+01	-1.77E+01	9.03E+00
2	4	0	2	-1.30E+01	-1.65E+01	8.39E+00
2	4	0	4	-1.28E+01	-1.44E+01	7.24E+00
2	4	0	6	-1.28E+01	-1.15E+01	1.39E+00
2	4	0	8	-1.32E+01	-7.95E+00	-1.38E+00
2	4	1	0	-1.23E+01	-8.31E+00	-1.80E+00
2	4	1	2	-1.15E+01	-8.47E+00	-7.78E-01
2	4	1	4	-1.11E+01	-6.83E+00	-1.73E+00
2	4	0	10	-1.32E+01	-9.59E+00	-1.19E+00
2	4	1	6	-1.12E+01	-4.34E+00	-2.91E+00
2	4	1	8	-1.12E+01	-7.65E+00	-8.54E-01
2	4	2	0	-1.10E+01	-2.52E+00	-2.69E+00
2	4	0	12	-1.32E+01	-1.31E+01	-1.23E+00
2	4	2	2	-1.00E+01	-4.86E-01	-3.59E+00
1	10	0	0	-1.45E+01	-1.72E+01	4.06E+00
1	10	0	2	-1.35E+01	-1.58E+01	3.45E+00
1	10	0	4	-1.28E+01	-1.43E+01	2.85E+00
1	10	0	6	-1.22E+01	-1.30E+01	2.46E+00
1	10	0	8	-1.15E+01	-1.12E+01	1.90E+00
1	10	1	0	-1.37E+01	-1.25E+01	1.59E+00
1	10	1	2	-1.25E+01	-1.04E+01	4.08E-01
1	10	1	4	-1.16E+01	-8.19E+00	-8.89E-01
1	10	0	10	-1.12E+01	-7.34E+00	-1.07E+00
1	10	1	6	-1.08E+01	-5.93E+00	-1.99E+00
1	10	1	8	-9.98E+00	-3.57E+00	-2.56E+00
1	10	2	0	-1.36E+01	-1.42E+01	4.90E-01
1	10	0	12	-1.10E+01	-2.58E+00	-3.21E+00
1	10	2	2	-1.27E+01	-1.17E+01	-1.01E+00
1	10	2	4	-1.20E+01	-9.40E+00	-2.34E+00
2	6	0	0	-1.39E+01	-2.08E+01	1.18E+01
2	6	0	2	-1.30E+01	-2.06E+01	1.24E+01
2	6	0	4	-1.26E+01	-1.89E+01	1.14E+01
2	6	0	6	-1.24E+01	-1.59E+01	9.11E+00
2	6	0	8	-1.24E+01	-1.20E+01	3.01E+00
2	6	1	0	-1.25E+01	-1.24E+01	2.68E+00
2	6	1	2	-1.16E+01	-1.20E+01	3.17E+00
2	6	1	4	-1.10E+01	-1.13E+01	3.46E+00
2	6	0	10	-1.28E+01	-7.95E+00	1.36E-01
2	6	1	6	-1.07E+01	-9.38E+00	2.53E+00
2	6	1	8	-1.07E+01	-5.56E+00	-1.32E-01
2	6	2	0	-1.16E+01	-6.79E+00	4.02E-01
2	6	0	12	-1.27E+01	-1.14E+01	1.08E+00
2	6	2	2	-1.06E+01	-4.89E+00	-4.24E-01
2	6	2	4	-9.75E+00	-2.85E+00	-1.22E+00
2	6	1	10	-1.08E+01	-1.01E+01	2.24E+00
0	14	0	0	-1.59E+01	-2.22E+01	9.01E+00
0	14	0	2	-1.45E+01	-1.99E+01	7.33E+00
0	14	0	4	-1.35E+01	-1.76E+01	5.59E+00
0	14	0	6	-1.25E+01	-1.51E+01	3.92E+00
0	14	0	8	-1.17E+01	-1.24E+01	2.23E+00
0	14	1	0	-1.58E+01	-2.16E+01	7.14E+00
0	14	1	2	-1.46E+01	-1.90E+01	5.21E+00
0	14	1	4	-1.36E+01	-1.64E+01	3.38E+00
0	14	0	10	-1.09E+01	-9.49E+00	8.31E-01
0	14	1	6	-1.28E+01	-1.39E+01	1.90E+00
0	14	1	8	-1.20E+01	-1.13E+01	8.03E-01
0	14	2	0	-1.60E+01	-2.09E+01	4.97E+00
0	14	0	12	-1.00E+01	-5.97E+00	-3.61E-01
0	14	2	2	-1.48E+01	-1.86E+01	3.43E+00
0	14	2	4	-1.39E+01	-1.59E+01	1.40E+00
0	14	1	10	-1.11E+01	-8.97E+00	6.71E-01
0	14	2	6	-1.30E+01	-1.33E+01	-6.87E-01
2	8	0	0	-1.45E+01	-2.19E+01	1.12E+01
2	8	0	2	-1.35E+01	-2.20E+01	1.24E+01
2	8	0	4	-1.28E+01	-2.11E+01	1.23E+01
2	8	0	6	-1.23E+01	-1.92E+01	1.11E+01
2	8	0	8	-1.22E+01	-1.54E+01	7.79E+00
2	8	1	0	-1.31E+01	-1.50E+01	4.25E+00
2	8	1	2	-1.22E+01	-1.39E+01	3.92E+00
2	8	1	4	-1.16E+01	-1.27E+01	3.63E+00
2	8	0	10	-1.21E+01	-1.20E+01	3.43E+00
2	8	1	6	-1.10E+01	-1.15E+01	3.51E+00
2	8	1	8	-1.06E+01	-8.98E+00	1.95E+00
2	8	2	0	-1.26E+01	-8.90E+00	1.40E-01
2	8	0	12	-1.27E+01	-6.43E+00	-7.00E-01
2	8	2	2	-1.15E+01	-7.21E+00	-4.36E-01
2	8	2	4	-1.06E+01	-5.38E+00	-1.07E+00
2	8	1	10	-1.06E+01	-4.82E+00	-4.72E-01
2	8	2	6	-9.76E+00	-3.58E+00	-1.31E+00
2	8	0	14	-1.20E+01	-1.05E+01	-7.37E-01
3	0	0	0	-1.59E+01	-1.08E+01	5.91E+00
3	0	0	2	-1.47E+01	-1.58E+01	9.93E+00
3	0	0	4	-1.42E+01	-1.83E+01	1.11E+01
3	0	0	6	-1.40E+01	-2.05E+01	1.14E+01
3	0	0	8	-1.43E+01	-1.69E+01	5.88E+00
3	0	1	0	-1.32E+01	-1.20E+01	3.70E+00
3	0	1	2	-1.25E+01	-1.29E+01	3.45E+00
3	0	1	4	-1.27E+01	-1.32E+01	4.17E+00
3	0	0	10	-1.45E+01	-1.68E+01	4.26E+00
3	0	1	6	-1.27E+01	-1.19E+01	1.91E+00
3	0	1	8	-1.30E+01	-1.15E+01	4.82E-01
3	0	2	0	-1.12E+01	-9.41E+00	3.20E+00
3	0	0	12	-1.39E+01	-2.01E+01	4.74E+00
3	0	2	2	-1.10E+01	-7.85E+00	9.63E-01
3	0	2	4	-1.11E+01	-7.25E+00	-1.19E-01
3	0	1	10	-1.32E+01	-1.26E+01	-1.30E+00
3	0	2	6	-1.14E+01	-7.11E+00	-2.56E+00
3	0	0	14	-1.45E+01	-1.66E+01	-3.63E+00
3	0	2	8	-1.20E+01	-6.49E+00	-7.78E+00
1	12	0	0	-1.54E+01	-2.05E+01	6.57E+00
1	12	0	2	-1.43E+01	-1.90E+01	5.63E+00
1	12	0	4	-1.36E+01	-1.72E+01	4.64E+00
1	12	0	6	-1.30E+01	-1.54E+01	3.79E+00
1	12	0	8	-1.22E+01	-1.38E+01	3.26E+00
1	12	1	0	-1.47E+01	-1.67E+01	4.93E+00
1	12	1	2	-1.36E+01	-1.42E+01	3.11E+00
1	12	1	4	-1.26E+01	-1.19E+01	1.54E+00
1	12	0	10	-1.15E+01	-1.21E+01	2.93E+00
1	12	1	6	-1.18E+01	-9.54E+00	1.57E-01
1	12	1	8	-1.09E+01	-7.08E+00	-1.06E+00
1	12	2	0	-1.45E+01	-1.71E+01	3.33E+00
1	12	0	12	-1.11E+01	-7.43E+00	-7.15E-01
1	12	2	2	-1.33E+01	-1.48E+01	1.90E+00
1	12	2	4	-1.24E+01	-1.23E+01	3.31E-01
1	12	1	10	-1.01E+01	-4.37E+00	-1.73E+00
1	12	2	6	-1.17E+01	-9.61E+00	-1.09E+00
1	12	0	14	-1.05E+01	-2.67E+00	-2.42E+00
1	12	2	8	-1.09E+01	-7.50E+00	-1.43E+00
1	12	3	0	-1.42E+01	-1.41E+01	-4.88E+00
3	2	0	0	-1.60E+01	-1.31E+01	7.06E+00
3	2	0	2	-1.54E+01	-1.16E+01	5.93E+00
3	2	0	4	-1.45E+01	-1.56E+01	7.78E+00
3	2	0	6	-1.44E+01	-1.55E+01	6.10E+00
3	2	0	8	-1.46E+01	-1.43E+01	3.59E+00
3	2	1	0	-1.31E+01	-1.56E+01	6.54E+00
3	2	1	2	-1.26E+01	-1.37E+01	5.15E+00
3	2	1	4	-1.27E+01	-1.09E+01	9.40E-01
3	2	0	10	-1.44E+01	-1.44E+01	2.05E+00
3	2	1	6	-1.29E+01	-9.74E+00	7.14E-01
3	2	1	8	-1.30E+01	-9.25E+00	-1.11E+00
3	2	2	0	-1.18E+01	-8.78E+00	9.41E-01
3	2	0	12	-1.35E+01	-1.87E+01	4.36E+00
3	2	2	2	-1.13E+01	-6.79E+00	-9.84E-01
3	2	2	4	-1.13E+01	-4.79E+00	-2.56E+00
3	2	1	10	-1.28E+01	-1.23E+01	4.78E-02
3	2	2	6	-1.13E+01	-6.14E+00	-1.79E+00
3	2	0	14	-1.41E+01	-1.52E+01	-2.84E+00
3	2	2	8	-1.16E+01	-6.95E+00	-4.25E+00
3	2	3	0	-1.00E+01	-8.69E-01	-1.95E+00
3	2	1	12	-1.26E+01	-1.17E+01	-6.25E+00
3	4	0	0	-1.63E+01	-1.46E+01	7.87E+00
3	4	0	2	-1.55E+01	-1.39E+01	7.59E+00
3	4	0	4	-1.53E+01	-1.18E+01	6.05E+00
3	4	0	6	-1.42E+01	-1.63E+01	7.58E+00
3	4	0	8	-1.42E+01	-1.40E+01	4.01E+00
3	4	1	0	-1.36E+01	-1.67E+01	7.01E+00
3	4	1	2	-1.28E+01	-1.58E+01	6.39E+00
3	4	1	4	-1.25E+01	-1.35E+01	4.98E+00
3	4	0	10	-1.37E+01	-1.51E+01	4.97E+00
3	4	1	6	-1.25E+01	-1.09E+01	1.73E+00
3	4	1	8	-1.28E+01	-8.06E+00	-2.54E-01
3	4	2	0	-1.23E+01	-8.75E+00	2.09E-01
3	4	0	12	-1.31E+01	-1.62E+01	3.36E+00
3	4	2	2	-1.15E+01	-8.85E+00	1.11E+00
3	4	2	4	-1.11E+01	-7.00E+00	-3.27E-01
3	4	1	10	-1.23E+01	-1.10E+01	6.71E-01
3	4	2	6	-1.11E+01	-4.66E+00	-1.65E+00
3	4	0	14	-1.34E+01	-1.44E+01	-5.06E-01
3	4	2	8	-1.11E+01	-6.74E+00	-1.04E+00
3	4	3	0	-1.06E+01	-3.42E+00	-1.22E+00
3	4	1	12	-1.19E+01	-1.16E+01	-2.27E+00
3	4	3	2	-9.75E+00	-1.51E+00	-1.93E+00
0	16	0	0	-1.67E+01	-2.64E+01	1.11E+01
0	16	0	2	-1.54E+01	-2.38E+01	9.26E+00
0	16	0	4	-1.44E+01	-2.12E+01	7.39E+00
0	16	0	6	-1.34E+01	-1.87E+01	5.66E+00
0	16	0	8	-1.26E+01	-1.59E+01	3.79E+00
0	16	1	0	-1.66E+01	-2.42E+01	9.70E+00
0	16	1	2	-1.53E+01	-2.16E+01	7.87E+00
0	16	1	4	-1.44E+01	-1.90E+01	6.13E+00
0	16	0	10	-1.18E+01	-1.28E+01	1.87E+00
0	16	1	6	-1.35E+01	-1.63E+01	4.39E+00
0	16	1	8	-1.27E+01	-1.32E+01	2.49E+00
0	16	2	0	-1.68E+01	-2.30E+01	8.46E+00
0	16	0	12	-1.10E+01	-9.45E+00	1.65E-01
0	16	2	2	-1.55E+01	-2.04E+01	6.75E+00
0	16	2	4	-1.46E+01	-1.79E+01	4.99E+00
0	16	1	10	-1.20E+01	-9.87E+00	7.84E-01
0	16	2	6	-1.38E+01	-1.51E+01	3.11E+00
0	16	0	14	-1.01E+01	-5.65E+00	-1.17E+00
0	16	2	8	-1.30E+01	-1.21E+01	1.24E+00
0	16	3	0	-1.65E+01	-2.17E+01	3.82E+00
0	16	1	12	-1.14E+01	-6.46E+00	-6.78E-02
0	16	3	2	-1.55E+01	-1.91E+01	2.22E+00
0	16	3	4	-1.48E+01	-1.64E+01	4.10E-02
2	10	0	0	-1.52E+01	-2.35E+01	1.14E+01
2	10	0	2	-1.43E+01	-2.34E+01	1.25E+01
2	10	0	4	-1.36E+01	-2.28E+01	1.28E+01
2	10	0	6	-1.29E+01	-2.17E+01	1.25E+01
2	10	0	8	-1.24E+01	-1.99E+01	1.15E+01
2	10	1	0	-1.40E+01	-1.66E+01	4.14E+00
2	10	1	2	-1.31E+01	-1.51E+01	3.41E+00
2	10	1	4	-1.25E+01	-1.35E+01	2.77E+00
2	10	0	10	-1.20E+01	-1.66E+01	8.95E+00
2	10	1	6	-1.19E+01	-1.22E+01	2.42E+00
2	10	1	8	-1.12E+01	-1.11E+01	2.56E+00
2	10	2	0	-1.38E+01	-1.15E+01	1.42E+00
2	10	0	12	-1.16E+01	-1.09E+01	2.07E+00
2	10	2	2	-1.25E+01	-9.77E+00	5.13E-01
2	10	2	4	-1.16E+01	-7.77E+00	-5.89E-01
2	10	1	10	-1.07E+01	-7.69E+00	2.71E-01
2	10	2	6	-1.08E+01	-5.87E+00	-1.32E+00
2	10	0	14	-1.16E+01	-6.14E+00	-1.06E+00
2	10	2	8	-9.96E+00	-3.72E+00	-1.74E+00
2	10	3	0	-1.28E+01	-1.15E+01	-2.91E+00
2	10	1	12	-1.01E+01	-3.55E+00	-1.81E+00
2	10	3	2	-1.20E+01	-9.17E+00	-3.95E+00
2	10	3	4	-1.14E+01	-7.27E+00	-4.32E+00
2	10	0	16	-1.25E+01	-8.60E+00	-1.03E+00
3	6	0	0	-1.62E+01	-1.96E+01	1.29E+01
3	6	0	2	-1.55E+01	-1.81E+01	1.18E+01
3	6	0	4	-1.49E+01	-1.69E+01	1.08E+01
3	6	0	6	-1.44E+01	-1.56E+01	1.01E+01
3	6	0	8	-1.30E+01	-1.98E+01	1.06E+01
3	6	1	0	-1.38E+01	-1.93E+01	9.33E+00
3	6	1	2	-1.29E+01	-1.89E+01	9.27E+00
3	6	1	4	-1.24E+01	-1.71E+01	7.97E+00
3	6	0	10	-1.30E+01	-1.51E+01	4.93E+00
3	6	1	6	-1.21E+01	-1.50E+01	6.62E+00
3	6	1	8	-1.19E+01	-1.20E+01	3.61E+00
3	6	2	0	-1.26E+01	-1.09E+01	1.92E+00
3	6	0	12	-1.28E+01	-1.40E+01	4.07E+00
3	6	2	2	-1.17E+01	-1.10E+01	2.90E+00
3	6	2	4	-1.12E+01	-1.03E+01	3.10E+00
3	6	1	10	-1.21E+01	-8.46E+00	7.17E-01
3	6	2	6	-1.09E+01	-7.50E+00	6.80E-01
3	6	0	14	-1.29E+01	-1.20E+01	-3.53E-01
3	6	2	8	-1.07E+01	-5.02E+00	-3.76E-01
3	6	3	0	-1.11E+01	-6.60E+00	2.32E-01
3	6	1	12	-1.15E+01	-9.10E+00	-1.79E+00
3	6	3	2	-1.03E+01	-4.54E+00	-6.93E-01
3	6	3	4	-9.65E+00	-2.62E+00	-1.27E+00
3	6	0	16	-1.39E+01	-1.31E+01	-2.40E+00
3	6	2	10	-1.05E+01	-5.94E+00	-3.12E+00
3	8	0	0	-1.67E+01	-2.29E+01	1.55E+01
3	8	0	2	-1.61E+01	-2.07E+01	1.40E+01
3	8	0	4	-1.56E+01	-1.87E+01	1.26E+01
3	8	0	6	-1.48E+01	-1.79E+01	1.18E+01
3	8	0	8	-1.40E+01	-1.69E+01	1.12E+01
3	8	1	0	-1.42E+01	-2.18E+01	1.07E+01
3	8	1	2	-1.34E+01	-2.13E+01	1.08E+01
3	8	1	4	-1.27E+01	-2.01E+01	1.02E+01
3	8	0	10	-1.24E+01	-1.90E+01	8.20E+00
3	8	1	6	-1.21E+01	-1.84E+01	8.90E+00
3	8	1	8	-1.15E+01	-1.64E+01	7.92E+00
3	8	2	0	-1.30E+01	-1.32E+01	2.88E+00
3	8	0	12	-1.22E+01	-1.39E+01	4.06E+00
3	8	2	2	-1.22E+01	-1.27E+01	3.26E+00
3	8	2	4	-1.16E+01	-1.20E+01	3.46E+00
3	8	1	10	-1.12E+01	-1.14E+01	3.06E+00
3	8	2	6	-1.10E+01	-1.08E+01	3.31E+00
3	8	0	14	-1.25E+01	-9.73E+00	8.30E-01
3	8	2	8	-1.06E+01	-7.74E+00	1.05E+00
3	8	3	0	-1.19E+01	-8.68E+00	-4.96E-02
3	8	1	12	-1.11E+01	-6.97E+00	-4.56E-01
3	8	3	2	-1.10E+01	-6.79E+00	-7.20E-01
3	8	3	4	-1.04E+01	-4.82E+00	-1.43E+00
3	8	0	16	-1.33E+01	-1.25E+01	2.25E+00
3	8	2	10	-9.96E+00	-4.38E+00	-9.05E-01
3	8	3	6	-9.71E+00	-3.03E+00	-1.65E+00
0	3	0	1	-9.79E+00	-3.02E+00	2.93E-01
0	5	0	1	-1.08E+01	-4.89E+00	-4.46E-01
0	5	0	3	-9.87E+00	-2.65E+00	-1.46E+00
0	7	0	1	-1.17E+01	-7.56E+00	-1.74E-01
0	7	0	3	-1.08E+01	-5.60E+00	-9.28E-01
0	7	0	5	-9.87E+00	-3.46E+00	-1.57E+00
1	1	0	1	-1.09E+01	-1.28E+01	6.42E+00
1	1	0	3	-1.14E+01	-8.02E+00	3.13E-01
1	1	0	5	-1.14E+01	-9.41E+00	1.10E+00
1	1	0	7	-1.18E+01	-1.06E+01	-4.17E-01
1	3	0	1	-1.14E+01	-1.33E+01	5.49E+00
1	3	0	3	-1.09E+01	-1.22E+01	5.69E+00
1	3	0	5	-1.16E+01	-5.43E+00	-2.23E+00
1	3	0	7	-1.14E+01	-9.39E+00	1.31E+00
1	3	1	1	-9.78E+00	-2.58E+00	-1.56E-01
0	9	0	1	-1.26E+01	-1.15E+01	2.10E+00
0	9	0	3	-1.16E+01	-9.24E+00	8.65E-01
0	9	0	5	-1.07E+01	-7.02E+00	-2.15E-01
0	9	0	7	-9.84E+00	-4.73E+00	-6.74E-01
0	9	1	1	-1.33E+01	-1.21E+01	-1.39E+00
0	9	1	3	-1.26E+01	-9.32E+00	-3.36E+00
1	5	0	1	-1.22E+01	-1.20E+01	2.41E+00
1	5	0	3	-1.15E+01	-1.19E+01	3.40E+00
1	5	0	5	-1.11E+01	-1.03E+01	3.15E+00
1	5	0	7	-1.13E+01	-5.25E+00	-1.52E+00
1	5	1	1	-1.08E+01	-4.11E+00	-1.27E+00
1	5	1	3	-9.91E+00	-1.92E+00	-2.26E+00
1	5	0	9	-1.13E+01	-9.80E+00	1.91E+00
0	11	0	1	-1.36E+01	-1.45E+01	3.18E+00
0	11	0	3	-1.26E+01	-1.22E+01	1.66E+00
0	11	0	5	-1.17E+01	-9.89E+00	3.32E-01
0	11	0	7	-1.09E+01	-7.35E+00	-9.86E-01
0	11	1	1	-1.39E+01	-1.52E+01	2.07E+00
0	11	1	3	-1.30E+01	-1.30E+01	7.40E-01
0	11	0	9	-1.00E+01	-4.49E+00	-1.78E+00
0	11	1	5	-1.22E+01	-1.08E+01	-4.25E-01
1	7	0	1	-1.28E+01	-1.34E+01	2.77E+00
1	7	0	3	-1.21E+01	-1.27E+01	3.02E+00
1	7	0	5	-1.15E+01	-1.17E+01	3.01E+00
1	7	0	7	-1.11E+01	-9.51E+00	2.07E+00
1	7	1	1	-1.17E+01	-6.73E+00	-9.22E-01
1	7	1	3	-1.08E+01	-4.65E+00	-1.88E+00
1	7	0	9	-1.11E+01	-4.66E+00	-1.53E+00
1	7	1	5	-9.93E+00	-2.49E+00	-2.67E+00
1	7	0	11	-1.12E+01	-9.77E+00	1.13E+00
2	1	0	1	-1.28E+01	-1.64E+01	1.07E+01
2	1	0	3	-1.23E+01	-1.74E+01	9.67E+00
2	1	0	5	-1.28E+01	-1.40E+01	4.82E+00
2	1	0	7	-1.31E+01	-1.16E+01	7.42E-01
2	1	1	1	-1.07E+01	-1.11E+01	4.62E+00
2	1	1	3	-1.11E+01	-7.30E+00	-2.64E-01
2	1	0	9	-1.32E+01	-1.38E+01	1.68E+00
2	1	1	5	-1.10E+01	-8.69E+00	5.62E-01
2	1	0	11	-1.36E+01	-1.55E+01	-4.20E-01
2	1	1	7	-1.14E+01	-9.80E+00	-1.06E+00
2	3	0	1	-1.28E+01	-1.83E+01	1.13E+01
2	3	0	3	-1.27E+01	-1.63E+01	1.02E+01
2	3	0	5	-1.25E+01	-1.48E+01	6.04E+00
2	3	0	7	-1.31E+01	-1.02E+01	1.03E+00
2	3	1	1	-1.12E+01	-1.03E+01	2.04E+00
2	3	1	3	-1.08E+01	-9.83E+00	2.79E+00
2	3	0	9	-1.32E+01	-1.04E+01	-1.58E-01
2	3	1	5	-1.12E+01	-5.38E+00	-1.88E+00
2	3	0	11	-1.32E+01	-1.37E+01	4.24E-01
2	3	1	7	-1.11E+01	-8.57E+00	5.52E-01
2	3	2	1	-9.79E+00	-2.12E+00	-6.62E-01
1	9	0	1	-1.33E+01	-1.72E+01	6.13E+00
1	9	0	3	-1.26E+01	-1.58E+01	5.60E+00
1	9	0	5	-1.19E+01	-1.46E+01	5.28E+00
1	9	0	7	-1.13E+01	-1.30E+01	4.73E+00
1	9	1	1	-1.24E+01	-1.09E+01	1.93E+00
1	9	1	3	-1.15E+01	-8.88E+00	8.12E-01
1	9	0	9	-1.08E+01	-1.08E+01	4.05E+00
1	9	1	5	-1.06E+01	-6.76E+00	-1.47E-01
1	9	0	11	-1.08E+01	-4.71E+00	-5.30E-01
1	9	1	7	-9.77E+00	-4.58E+00	-5.85E-01
1	9	2	1	-1.28E+01	-1.14E+01	-2.10E+00
1	9	2	3	-1.21E+01	-8.70E+00	-3.89E+00
0	13	0	1	-1.45E+01	-1.97E+01	7.52E+00
0	13	0	3	-1.34E+01	-1.72E+01	5.77E+00
0	13	0	5	-1.24E+01	-1.47E+01	4.06E+00
0	13	0	7	-1.15E+01	-1.23E+01	2.63E+00
0	13	1	1	-1.47E+01	-1.88E+01	5.63E+00
0	13	1	3	-1.37E+01	-1.65E+01	4.04E+00
0	13	0	9	-1.07E+01	-9.49E+00	1.18E+00
